Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1421309646,79496MJ,NY,COM,05/16/2017,78,DELV,FORD,S,7080,89740,89740,20161225,0066,66,0,685771,BK12,0000,1250A,,K,F,5621,20 AVE,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
8231536190,EFR1732,NY,PAS,07/13/2016,70,4DSD,VOLKS,T,58190,39890,38490,20160706,104,104,104,363063,T402,S,0356P,,Q,F,863,Onderdonk Ave,,0,408,j3,,,,,GY,,2015,,0,A 42,70B-Impropr Dsply of Reg (NYS),,,
8478720145,XBAG56,NJ,PAS,03/10/2017,42,PICK,CHEVR,T,10410,34270,17510,88880088,0013,13,13,363544,T102,J,0206P,,NY,F,206,5th Ave,,0,408,h1,,YYYYY,0700A,0700P,SILVE,,0,144-3644,0,12,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
4633842882,DMN2279,NY,PAS,05/15/2017,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,0939A,,BK,,,SB SHORE RD @ 83RD S,T,0,1180,B,T,,,,RD,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8446533911,GMW6949,NY,PAS,01/31/2017,38,SUBN,JEEP,T,57790,26440,26490,20180224,111,111,111,363489,T401,Q,0150P,,Q,F,212-19,Northern Blvd,,0,408,h1,,Y,0900A,0700P,BLACK,,2014,,0,43,38-Failure to Display Muni Rec,,,
8540650101,26511JR,NY,COM,03/29/2017,71,VAN,ME/BE,T,24390,29290,24010,20170904,0005,5,5,362189,T101,B,0841A,,NY,O,270,Lafayette St,,0,408,j6,,YYYYYYY,,,GY,,2013,,0,10,71A-Insp Sticker Expired (NYS),,,
4634878884,JWE2182,PA,PAS,06/07/2017,36,SW,TOYOT,V,10210,40404,40404,0,,0,0,0,,,1107A,,BK,,,SB 3RD AVE @ 51ST ST,,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8251516882,HBT2122,NY,PAS,10/15/2016,20,SUBN,JEEP,T,17150,0,0,20171008,0006,6,6,362270,T105,D,0211P,,NY,I,N,E 8th St,35ft E/of University,0,408,d,,Y,0700A,0700P,BK,,2016,,0,035,20A-No Parking (Non-COM),,,
4629542693,HFP7342,NY,PAS,01/13/2017,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1226P,,BK,,,SB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,GY,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8491755494,T706475C,NY,OMT,02/08/2017,71,4DSD,HONDA,T,37230,55330,56230,20170630,0067,67,67,354111,T302,M,0616A,,K,O,138,E 55th St,,0,408,j6,,YYYYYYY,,,BLACK,,2014,,0,C,71A-Insp Sticker Expired (NYS),,,
8176522466,GGF3889,NY,PAS,09/08/2016,21,SUBN,SUBAR,T,48830,24830,83230,20170521,0076,76,76,361308,T302,C,1200P,,K,F,572,Henry St,,0,408,d1,,Y,1130A,0100P,SILVE,,1999,,0,55 3,21-No Parking (street clean),,,
8330026449,HBY5552,NY,PAS,11/15/2016,71,4DSD,HONDA,T,24540,47195,49490,20171014,107,107,107,350334,T402,R,0409P,,Q,F,8557,169th St,,0,408,j6,,YYYYYYY,,,BK,,2010,,0,G 42,71A-Insp Sticker Expired (NYS),,,
8479014568,31423MG,NY,COM,02/21/2017,42,DELV,FRUEH,T,34310,10410,13610,88880088,0013,13,13,359619,T102,J,1226P,,NY,O,11,W 27th St,,0,408,h1,,YYYYY,0800A,0700P,WHITE,,2006,144-3502,0,05,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
1411078469,KBS0208,PA,PAS,11/21/2016,20,SDN,BMW,P,0,0,0,0,0050,50,50,961404,0050,0000,0435P,,BX,,150,WEST 226 ST,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
8510511330,67228JR,NY,COM,03/02/2017,85,VAN,ISUZU,T,36940,0,0,20180131,108,108,108,355558,T401,M,0216P,1116A,Q,I,N,Queens Plaza South,60ft W/of 11th St,20170302,408,k5,,,,,WH,,1999,,0,S,85-Storage-3 hour Commercial,,,
1417902255,98599MD,NY,COM,02/07/2017,46,VAN,FORD,P,36470,13610,29690,20171130,0030,30,30,952157,0030,0000,1017A,,NY,F,609,W 135 STREET,,0,408,D,,BBBBBBB,ALL,ALL,GREY,0,2013,-,0,,,,,
8552906960,GXN2516,NY,PAS,05/09/2017,70,SUBN,TOYOT,T,0,0,0,20170428,111,111,111,340066,T401,M,0959A,,Q,F,50-10,201st St,,0,408,j3,,YYYYYYY,,,GY,,2015,,0,A,70A-Reg. Sticker Expired (NYS),,,
8432524049,FSK3802,OH,PAS,01/05/2017,20,SUBN,MITSU,T,18610,25390,27790,20170088,0019,19,19,356987,T103,I,1021A,,NY,O,45,E 81st St,,0,408,d,,YYYYYYY,0700A,0400P,RED,,0,,0,CC1,20A-No Parking (Non-COM),,,
7007490890,HJN6952,NY,PAS,03/09/2017,21,CONV,TOYOT,T,57940,52390,60690,20180912,109,109,109,363973,T401,D,1115A,,Q,O,140-14,Oak Ave,,0,408,d1,,Y,1100A,1230A,GY,,2008,,0,06,21-No Parking (street clean),,,
8444563316,RBE0942,GA,PAS,02/20/2017,98,4DSD,HONDA,T,73210,37030,37080,20170788,0067,67,67,355542,T302,Q,0804A,,K,F,61,Remsen Ave,,0,408,f2,,,,,GREY,,0,,0,T,98-Obstructing Driveway,,,
1415348637,46966MC,NY,COM,09/01/2016,14,VAN,DODGE,P,42730,51030,34230,0,0084,84,84,930378,0084,0000,1235P,,K,F,454,FULTON ST,,0,408,C,,BBBBBBB,ALL,ALL,WH,0,2006,-,0,,,,,
8490225722,GWR2538,NY,PAS,03/02/2017,70,SUBN,FORD,T,10880,5280,5430,20170301,0068,68,68,362559,T302,J,0529P,,K,F,310,86th St,,0,408,j3,,YYYYYYY,,,GY,,2006,,0,E,70A-Reg. Sticker Expired (NYS),,,
8483116418,TOPCLAZ3,NY,OMT,05/19/2017,14,4DSD,CHRYS,T,17990,0,0,20180430,0018,18,18,355289,T102,X,0903P,,NY,I,S,E 50th St,80ft W/of Park Ave,0,408,c,,YYYYYYY,,,WH,,2014,,0,99,14-No Standing,,,
1404633650,HKK8338,NY,PAS,03/07/2017,50,SDN,HONDA,P,18790,21540,0,20190104,102,102,102,959750,0102,0000,0527A,,Q,,,95 AVE,123 ST,0,408,E5,,BBBBBBB,ALL,ALL,BK,0,2005,-,0,,,,,
4627728943,FTV7415,NY,PAS,12/02/2016,36,SUBN,VOLVO,V,0,0,0,0,,0,0,0,,,1254P,,ST,,,NB MIDLAND AVE @ MAS,ON AVE,0,1180,B,T,,,,BK,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8527262344,GEX7653,NY,PAS,04/21/2017,21,SUBN,JEEP,T,13420,47520,57720,20170516,0049,49,49,363955,T201,B,0853A,,BX,O,2155,Bolton St,,0,408,d1,,Y  Y,0830A,1000A,WH,,0,,0,01,21-No Parking (street clean),,,
8172047575,T661898C,NY,OMT,01/27/2017,38,4DSD,TOYOT,T,35730,14630,14680,20171130,0061,61,61,363545,T302,Y,0438P,,K,O,2177,E 21st St,,0,408,h1,,Y,0900A,0700P,BLUE,,2009,,0,34,38-Failure to Display Muni Rec,,,
8359540366,HCD4933,NY,PAS,11/04/2016,71,2DSD,BMW,T,76960,45250,12720,20171113,0045,45,45,363059,T201,P,0423P,,BX,F,15,Westchester Sq,,0,408,j6,,YYYYYYY,,,GY,,2011,,0,09 2,71A-Insp Sticker Expired (NYS),,,
7716788486,83146ME,NY,COM,11/17/2016,14,VAN,FRUEH,T,18290,24890,10210,88888888,0019,19,19,361291,T103,L,0555P,,NY,F,151,E 65th St,,0,408,c,,Y,0800A,0600P,WHITE,,2007,,0,01 7,14-No Standing,,,
8394500717,ARH8561,NY,PAS,08/01/2016,37,2DSD,HONDA,T,56030,86330,89730,20171030,0077,77,77,363934,T301,T,0259P,0142P,K,O,407,Lincoln Pl,,0,408,h1,,Y,0900A,0700P,RD,,1998,352-3016,0,19 3,37-Expired Muni Meter,,,
8553006013,GXW1763,NY,PAS,05/21/2017,20,SUBN,HONDA,T,19290,57790,8440,20170719,115,115,115,363538,T401,P,0954A,,Q,O,33-47,100th St,,0,408,d,,YYYYYYY,,,GL,,2005,,0,17-A,20A-No Parking (Non-COM),,,
8516300857,56179JX,NY,COM,06/06/2017,19,VAN,DODGE,T,29690,44990,29690,20180331,0024,24,24,341299,T103,BB,0953A,,NY,F,100,Riverside Dr,,0,408,c3,,YYYYYYY,,,WHITE,,2008,,0,43,19-No Stand (bus stop),,,
8341082925,CZN3147,NY,PAS,02/22/2017,68,SUBN,NISSA,T,13430,27530,29830,20180825,0084,84,84,363981,T301,E,0418P,,K,O,201,Atlantic Ave,,0,408,a1,,,,,BK,,2006,,0,01,68-Not Pkg. Comp. w Psted Sign,,,
4625719392,55DPL,NY,ORG,10/24/2016,36,4DSD,CADIL,V,0,0,0,0,,0,0,0,,,0339P,,BK,,,NB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,WH,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7577855728,EHF3765,PA,PAS,11/17/2016,21,4DSD,ACURA,T,15990,8440,8590,20151288,115,115,115,363928,T401,C,0942A,,Q,F,34-54,76th St,,0,408,d1,,Y,0930A,1100A,BLACK,,0,,0,20 4,21-No Parking (street clean),,,
8491706653,HHS2984,NY,PAS,03/07/2017,71,4DSD,TOYOT,T,8980,5580,5680,20180721,0072,72,72,363502,T302,B,0221P,,K,O,521,48th St,,0,408,j6,,YYYYYYY,,,GY,,1997,,0,49,71A-Insp Sticker Expired (NYS),,,
4633492044,HBZ7371,NY,PAS,05/02/2017,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0431P,,QN,,,WB QUEENS BLVD @ 56T,H ST,0,1180,B,T,,,,GY,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7503180973,GBN3873,NY,PAS,10/14/2016,21,SUBN,HONDA,T,41130,63030,40090,20161011,0088,88,88,357341,T301,E,0838A,,K,F,81,Fleet Pl,,0,408,d1,,Y,0830A,1000A,RD,,2009,,0,06 3,21-No Parking (street clean),,,
7055447574,3TT443,MA,PAS,11/12/2016,31,SUBN,HONDA,T,25390,17610,17630,88880088,0014,14,14,364012,T102,K,1247P,,NY,O,135,Madison Ave,,0,408,l3,,Y,0700A,0330P,OTHER,,0,,0,14 6,31-No Stand (Com. Mtr. Zone),,,
8474358838,UZV5750,NY,PAS,11/23/2016,20,4DSD,CHEVR,T,6480,0,0,88888888,0066,66,66,362538,T302,J,0600P,,K,I,N,14th Ave,50ft E/of 44th St,0,408,d,,YYYYYYY,,,GREY,,0,,0,J 32,20A-No Parking (Non-COM),,,
7880385678,GXV8767,NY,PAS,04/01/2017,71,4DSD,NISSA,T,23140,18140,18190,20170712,103,103,103,361821,T402,C,1234P,,Q,F,90-15,148th St,,0,408,j6,,YYYYYYY,,,BL,,2001,,0,18,71A-Insp Sticker Expired (NYS),,,
7577843611,BADCRDIT,NY,SRF,08/03/2016,37,4DSD,AUDI,T,57790,26490,35690,20180729,111,111,111,333459,T401,X,0439P,1200P,Q,F,213-09,Northern Blvd,,0,408,h1,,Y,0900A,0700P,BLACK,,2016,421-3031,0,43-P,37-Expired Muni Meter,,,
8455509703,HDU4313,NY,PAS,10/25/2016,16,4DSD,TOYOT,T,36220,0,0,20180117,109,109,109,341921,T401,L,0735A,,Q,I,S,Blossom Ave,40ft W/of Main St,0,408,k2,,Y,0700A,0500P,GY,,2013,,0,B 41,16A-No Std (Com Veh) Non-COM,,,
4629056749,N41HBP,NJ,PAS,01/03/2017,36,4 DR,NISSA,V,0,0,0,0,,0,0,0,,,1129A,,ST,,,WB GOETHALS RD N @ J,ULES DR,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7637947002,JNW9797,PA,PAS,08/21/2016,19,4DSD,TOYOT,T,70620,14520,74480,88880088,0046,46,46,354094,T801,A,0259A,,BX,F,1738,University Ave,,0,408,c3,,YYYYYYY,,,BLACK,,0,,0,G 21,19-No Stand (bus stop),,,
5093117160,4V40A,NY,OMT,08/17/2016,7,TAXI,NISSA,V,0,0,0,0,,0,0,0,,,0542P,,MN,,,3RD AVE (N/B) @ 36TH,ST,0,1111,D,T,,,,YW,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
8487476648,T493681C,NY,OMT,02/24/2017,21,4DSD,TOYOT,T,10440,19540,19740,20180331,110,110,110,341274,T401,L,0841A,,Q,O,102-07,47th Ave,,0,408,d1,,Y,0830A,1000A,BK,,2010,,0,O,21-No Parking (street clean),,,
8486802210,H883574,IL,PAS,11/25/2016,21,SUBN,CHEVR,T,9790,7540,7790,20150988,114,114,114,358573,T401,C,0938A,,Q,F,28-51,42nd St,,0,408,d1,,Y  Y,0930A,1100A,GREY,,0,,0,24 4,21-No Parking (street clean),,,
8533106142,21S553,CA,PAS,03/31/2017,21,MCY,HONDA,T,65530,57030,58330,20170588,0094,94,94,354019,T301,M,0851A,,K,F,150,Noble St,,0,408,d1,,Y  Y,0830A,1000A,BLUE,,0,,0,04,21-No Parking (street clean),,,
5096991878,CHW2816,NY,PAS,06/08/2017,7,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0543P,,QN,,,NORTHERN BLVD (W/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,GYGY,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
7021750160,T714292C,NY,OMT,01/04/2017,9,4DSD,TOYOT,T,41290,41295,0,20171031,104,104,104,363123,T402,R,0440P,,Q,X,,Cypress Ave,Cypress Hills St,0,408,e1,,,,,GY,,2016,,0,CC1,09-Blocking the Box,,,
8519061734,DZD3565,NY,PAS,04/15/2017,70,4DSD,BMW,T,18710,10010,45590,20170405,0019,19,19,362570,T103,C,1255P,,NY,F,446,E 86th St,,0,408,j3,,YYYYYYY,,,BK,,2004,,0,18,70A-Reg. Sticker Expired (NYS),,,
8573102160,T701036C,NY,OMT,06/15/2017,38,4DSD,TOYOT,T,66520,55120,59820,20180430,0043,43,43,365846,T201,Q,0444P,,BX,F,2152,Starling Ave,,0,408,h1,,Y,0830A,0700P,GY,,2015,,0,12,38-Failure to Display Muni Rec,,,
8479670800,FDN5379,NY,PAS,05/17/2017,83,SUBN,CHEVR,T,34910,10810,10910,20181017,0018,18,18,351202,T106,M,0124P,,NY,F,340,W 57th St,,0,408,j1,,YYYYYYY,,,WH,,2001,,0,42,83-Improper Registration,,,
8520752196,GBX7638,NY,PAS,03/04/2017,71,2DSD,MINI,T,36030,13610,29690,20181113,0024,24,24,358650,T103,M,0708A,,NY,F,619,W 113th St,,0,408,j6,,YYYYYYY,,,BK/,,2010,,0,C,71A-Insp Sticker Expired (NYS),,,
8473559368,JPV2709,PA,PAS,10/26/2016,14,SUBN,CHEVR,T,0,0,0,20170988,0040,40,40,361794,T201,R,0229P,,BX,I,N,E 135th St,60ft E/of 3rd Ave,0,408,c,,YYYYYYY,,,BLACK,,0,,0,V 21,14-No Standing,,,
1417324119,34571MD,NY,COM,11/24/2016,78,REFG,ISUZU,P,43490,12540,12540,20170430,104,104,104,951692,0104,0000,0156A,,Q,O,60-75,ELIOT AV,,0,408,K5,,BBBBBBB,0900P,0500A,WHITE,0,2006,-,0,,,,,
8513426532,T636246C,NY,OMT,06/16/2017,19,4DSD,LINCO,T,25390,18910,18930,20170930,0023,23,23,361091,T103,CC,0439P,,NY,F,1409,Madison Ave,,0,408,c3,,YYYYYYY,,,GY,,2009,,0,10,19-No Stand (bus stop),,,
8471316316,53207JA,NY,COM,11/01/2016,20,VAN,GMC,T,34110,10610,10810,88888888,0010,10,10,356559,T102,I,0228P,0128P,NY,F,215,W 17th St,,20161101,408,d,,YYYYY,0800A,0600P,WHITE,,2007,,0,A 17,20-No Parking (Com Plate),,,
1422595444,EGE4916,NY,PAS,06/13/2017,21,SUBN,NISSA,S,36210,10610,10810,20180518,0028,28,0,596729,MN10,0000,0844A,,NY,F,240,WEST 122ND STREET,,0,408,D1,,BYBBYBB,0830A,1000A,BLACK,0,2016,-,0,,,,,
8471806095,DEG1879,NY,PAS,10/15/2016,40,4DSD,HONDA,T,35730,45730,14730,20170401,0061,61,61,349535,T302,M,0618A,,K,F,2350,E 21st St,,0,408,e2,,YYYYYYY,,,GY,,2010,,4,N 32,40-Fire Hydrant,,,
8341084910,ED2J50,GA,PAS,02/28/2017,21,4DSD,TOYOT,T,54110,82930,73190,20160488,0081,81,81,358578,T301,X,1231P,,K,F,514,Kosciusko St,,0,408,d1,,Y  Y,1200A,0130P,GOLD,,0,,0,A,21-No Parking (street clean),,,
8473858293,HKJ8507,NY,PAS,11/10/2016,21,4DSD,BMW,T,8330,0,0,20180906,0072,72,72,362559,T302,J,1136A,,K,I,N,35th St,22ft E/of 3rd Ave,0,408,d1,,Y,1130A,0100P,BL,,0,,0,J 32,21-No Parking (street clean),,,
8540500206,FDC1532,OH,PAS,03/27/2017,21,SUBN,ROVER,T,43330,27430,90130,20171288,0088,88,88,357351,T301,C,1227P,,K,F,40,Gates Ave,,0,408,d1,,Y,1130A,0100P,GREY,,0,,0,10,21-No Parking (street clean),,,
8512260040,2027896,IN,PAS,04/12/2017,18,REFG,INTER,T,10110,18610,18630,88880088,0019,19,19,354043,T103,G,0754A,,NY,F,1567,2nd Ave,,0,408,f4,,YYYYY,0700A,1000A,WHITE,,0,,0,14,18-No Stand (bus lane),,,
8483113510,62407JM,NY,COM,04/19/2017,14,DELV,INTER,T,34930,10910,11010,88880088,0018,18,18,355289,T102,X,1031A,,NY,O,450,W 58th St,,0,408,c,,YYYYY,0700A,0700P,BROWN,,1996,,0,99,14-No Standing,,,
8515224756,36899MA,NY,COM,05/24/2017,46,DELV,HIN,T,24890,18710,18730,20180531,0019,19,19,356258,T103,F,1217P,,NY,O,1280,Lexington Ave,,0,408,F1,,YYYYYYY,,,WH,,2012,,0,23,46B-Double Parking (Com-100Ft),,,
7503155980,55178MH,NY,COM,07/06/2016,40,VAN,FORD,T,13430,5280,5430,20170930,0084,84,84,362209,T301,H,0137P,,K,F,533,Atlantic Ave,,0,408,e2,,YYYYYYY,,,WH,,2014,,0,05 3,40-Fire Hydrant,,,
7068259789,HLC4683,NY,PAS,04/25/2017,21,4DSD,HYUND,T,18790,0,0,20170509,103,103,103,361861,T402,B,0844A,,Q,I,N,95th Ave,80ft W/of Sutphin Bl,0,408,d1,,Y,0800A,0900A,BL,,2014,,0,14,21-No Parking (street clean),,,
8545861011,CWN5490,NY,PAS,06/19/2017,37,SUBN,LEXUS,T,59430,29630,32930,20180426,0066,66,66,365326,T302,E,0113P,0105P,K,F,751,McDonald Ave,,0,408,h1,,Y,0900A,0700P,BK,,2014,360-2920,0,40,37-Expired Muni Meter,,,
7492637135,36901MA,NY,COM,07/30/2016,46,DELV,HINO,T,35490,13610,44990,20170531,0020,20,20,363543,T103,E,0916A,1200P,NY,O,230,W 86th St,,20160730,408,F1,,,,,WH,,2012,,0,28 7,46B-Double Parking (Com-100Ft),,,
1412192225,HEB5469,NY,PAS,11/16/2016,21,SUBN,BMW,P,34910,10810,10910,20160228,0018,18,18,961142,0018,0000,0827A,,NY,O,301,W 57 ST,,0,408,F1,,YYYYYYB,0800A,0830A,WHITE,0,2016,-,0,,,,,
7886545862,E66GLC,NJ,PAS,10/12/2016,20,SUBN,ROVER,T,17510,10210,10110,88888888,0013,13,13,346056,T501,G,0324P,,NY,O,225,E 26th St,,0,408,d,,YYYYYYY,,,BLACK,,0,,0,99 6,20A-No Parking (Non-COM),,,
4625562326,FZK3795,NY,PAS,10/26/2016,36,2DSD,NISSA,V,0,0,0,0,,0,0,0,,,1150A,,QN,,,NB SPRNGFLD BV. 94 A,V- 91 AV,0,1180,B,T,,,,WH,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4631441124,DKW7200,NY,PAS,03/08/2017,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0104P,,QN,,,WB UNION TRPK @ 213T,H ST,0,1180,B,T,,,,RD,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4624102575,BPR2800,NY,PAS,09/26/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0221P,,BK,,,NB KINGS HWY @ E 94T,H ST,0,1180,B,T,,,,RD,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8490018546,89323NJ,NY,COM,01/31/2017,38,DELV,FRUEH,T,28830,0,0,88888888,0061,61,61,359576,T302,A,1136A,,K,I,E,Coney Island Ave,5ft N/of Avenue U,0,408,h1,,Y,0800A,0700P,BROWN,,2014,,0,34,38-Failure to Display Muni Rec,,,
8246064885,12228MG,NY,COM,09/02/2016,48,VAN,FRUEH,T,33390,0,0,88888888,0006,6,6,355283,T105,M,0923A,,NY,I,E,Washington St,20ft S/of Gansevoort,0,408,e9,,,,,BROWN,,2015,,0,L 99,48-Bike Lane,,,
8250523507,46688JS,NY,COM,08/27/2016,38,VAN,FRUEH,T,23130,0,0,20170131,0005,5,5,363969,T105,C,1245P,,NY,I,N,Howard St,20ft E/of Broadway,0,408,h1,,Y,0800A,0600P,WH,,2011,,0,004,38-Failure to Display Muni Rec,,,
5093086198,C16CJR,NJ,PAS,08/21/2016,7,4 DR,TOYOT,V,0,0,0,0,,0,0,0,,,0539P,,BK,,,OCEAN PKWY (N/B) @ A,VE X,0,1111,D,T,,,,BLACK,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
4006605250,KFL9804,PA,PAS,11/01/2016,5,SW,MITSU,V,0,0,0,0,,0,0,0,,,1211P,,BK,,,SB NOSTRAND AVE @ AV,E D,0,1111,C,T,,,,,,2003,,0,,BUS LANE VIOLATION,,,
8159551150,HCL5737,NY,PAS,08/04/2016,21,SUBN,ROVER,T,18930,23230,18530,20171214,0083,83,83,358630,T301,C,0822A,,K,O,32,Belvidere St,,0,408,d1,,Y  Y,0800A,0930A,GY,,2016,,0,15 3,21-No Parking (street clean),,,
5092623998,GRU6181,NY,PAS,07/20/2016,7,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,0146A,,BK,,,FLATBUSH AVE (N/B) @,AVENUE H,0,1111,D,T,,,,BL,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
1416198155,EFX5116,NY,PAS,04/19/2017,21,SDN,NISSA,S,8140,6590,42490,20180318,114,114,0,588812,QW03,0000,0750A,,Q,F,21-77,31 STREET,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,2017,-,0,,,,,
8565001283,EGF3744,NY,PAS,05/17/2017,9,SUBN,TOYOT,T,28890,66290,0,20180325,102,102,102,361864,T402,C,0810A,,Q,X,,Atlantic Ave,Van Wyck Expy,0,408,e1,,YYYYYYY,,,GY,,2008,,0,09,09-Blocking the Box,,,
8520015906,62240ME,NY,COM,06/13/2017,82,VAN,FORD,T,18170,97910,97910,20180430,0019,19,19,355537,T103,N,0151P,,NY,F,320,E 59th St,,0,408,k1,,YYYYYYY,,,WH,,2003,,0,03,82-Unaltered Commerc Vehicle,,,
8517721512,GWM1187,NY,PAS,05/15/2017,21,SUBN,DODGE,T,18690,0,0,20170814,0019,19,19,361305,T103,S,0908A,,NY,I,N,E 85th St,16ft W/of Park Ave,0,408,d1,,Y  Y,0900A,1000P,GY,,2014,,0,01,21-No Parking (street clean),,,
7286744951,GML1426,NY,PAS,08/18/2016,40,SUBN,ME/BE,T,10110,0,0,20180119,0019,19,19,356214,T103,O,1113A,,NY,I,W,2nd Ave,10ft N/of E 68th St,0,408,e2,,YYYYYYY,,,BK,,2014,,0,09 7,40-Fire Hydrant,,,
8479201551,41748JS,NY,COM,12/05/2016,42,REFG,ISUZU,T,34550,0,0,20180731,0014,14,14,361808,T106,M,1156A,,NY,I,S,W 39th St,50ft W/of 6th Ave,0,408,h1,,YYYYY,0600A,0700P,WH,,2013,144-3008,0,01 6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
8111514402,85607ME,NY,COM,09/14/2016,69,VAN,NISSA,T,10910,34190,34210,20170430,0010,10,10,352036,T102,D,1031A,,NY,F,185,9th Ave,,0,408,h1,,YYYYY,0800A,0600P,WH,,2015,,0,05 6,69-Failure to Disp Muni Recpt,,,
5095092992,HEG7107,NY,PAS,01/21/2017,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0132P,,QN,,,BEACH CHANNEL DR (W/,B) @ B 140TH ST,0,1111,D,T,,,,TN,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
8523671420,HNV3664,NY,PAS,05/21/2017,17,SUBN,TOYOT,T,10020,20560,27450,20190310,0052,52,52,361365,T201,H,0254P,,BX,F,2561,Bainbridge Ave,,0,408,c4,,YYYYYYY,,,WH,,2017,,0,51,17-No Stand (exc auth veh),,,
8565806030,FZC4289,NY,PAS,06/06/2017,16,SUBN,KIA,T,51090,24690,24740,20180504,103,103,103,361047,T402,C,1203P,,Q,F,17115,Jamaica Ave,,0,408,k2,,Y,0700A,0700P,WH,,2014,,0,15,16A-No Std (Com Veh) Non-COM,,,
1407584716,DGP2327,NY,PAS,09/08/2016,21,SUBN,JEEP,P,73350,13630,55930,20170623,0075,75,504,332045,T504,0000,0807A,,K,,505,RIDGEWOOD AVE,,0,408,D1,,YBBYBBB,0800A,0900A,GREY,0,2008,-,0,,,,,
8528821286,HRH1811,NY,PAS,05/31/2017,20,4DSD,HONDA,T,0,0,0,20190421,0050,50,50,361055,T201,O,1124A,,BX,I,N,W 233rd St,10ft W/of Bailey Ave,0,408,d,,YYYYYYY,,,GY,,2017,,0,F,20A-No Parking (Non-COM),,,
8311048034,GZL2329,NY,PAS,01/30/2017,38,4DSD,TOYOT,T,23230,12730,82030,20170731,0083,83,83,361830,T301,Y,1015A,,K,F,907,Broadway,,0,408,h1,,Y,0900A,0700P,BK,,2015,,0,11,38-Failure to Display Muni Rec,,,
1413386829,51787PC,NY,COM,10/04/2016,19,REFG,FRUEH,P,10010,18810,18820,20170430,0019,19,401,962191,0401,0000,1000A,,NY,F,1758,1ST AVE,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0,2016,-,0,,,,,
8297560466,GZC5057,NY,PAS,01/02/2017,71,SUBN,CHEVR,T,22680,22480,22530,20170702,0060,60,60,359295,T302,A,1209P,,K,F,1071,Brighton Beach Ave,,0,408,j6,,,,,GY,,2003,,0,41 3,71-Insp. Sticker Missing (NYS,,,
4635389340,HFV2370,NY,PAS,06/21/2017,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0218P,,BX,,,NB BOSTON RD @ ELY A,VE,0,1180,B,T,,,,WH,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8049849764,63074JM,NY,COM,09/13/2016,42,DELV,GMC,T,34430,10410,13610,88888888,0014,14,14,363527,T102,M,0503P,,NY,F,4,W 33rd St,,0,408,h1,,YYYYY,0700A,0700P,BROWN,,1988,144-3217,0,11 6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,
